fuente,date,sent_mean,sent_median,sent_std,signal_mean,n_docs,sent_weighted
GENERAL_ENG,2025-12-12,-0.05286167065302531,0.0,0.46709757578372346,0.25,6,-0.013215417663256327
GENERAL_ENG,2025-12-15,-9.765227635701497e-05,0.0,0.6211195450882159,0.6666666666666666,12,-6.510151757134331e-05
GENERAL_ENG,2025-12-16,-0.09882048648946426,0.0,0.5966028056111656,0.49019607843137253,51,-0.04844141494581581
GENERAL_ENG,2025-12-17,-0.44293077290058136,-0.41754215955734253,0.5131300458393127,0.375,4,-0.166099039837718
GENERAL_ENG,2025-12-18,-0.1646854907274246,0.0,0.6677592464058034,0.675,20,-0.11116270624101161
GENERAL_ENG,2025-12-19,-0.0762481681174702,0.0,0.5845508859082144,0.5,36,-0.0381240840587351
GENERAL_ENG,2025-12-20,-0.16175055503845215,0.0,0.6881640159199062,0.625,8,-0.10109409689903259
GENERAL_ENG,2025-12-21,-0.09444619715213776,0.0,0.6198648680288392,0.5,4,-0.04722309857606888
GENERAL_ENG,2025-12-22,-0.04390479280398442,0.0,0.5177359169397994,0.4230769230769231,26,-0.018575104647839562
GENERAL_ENG,2025-12-23,-0.07508414834737778,0.0,0.5396614821557846,0.425,40,-0.03191076304763556
GENERAL_ENG,2025-12-24,0.07842260842420617,0.0,0.4982348236705263,0.40816326530612246,49,0.03200922792824742
GENERAL_ENG,2025-12-25,-0.12751915492117405,0.0,0.5508421500003899,0.46875,32,-0.059774603869300336
GENERAL_ENG,2025-12-26,-0.1864227138716599,0.0,0.3742899662335078,0.20689655172413793,29,-0.03857021666310205
GENERAL_ENG,2025-12-27,,,,0.0,0,0.0
GENERAL_ENG,2025-12-28,,,,0.0,0,0.0
GENERAL_ENG,2025-12-29,-0.026808440685272217,0.0,0.5661858345161696,0.6666666666666666,6,-0.017872293790181477
GENERAL_ENG,2025-12-30,-0.01838001066988165,0.0,0.5773150703516442,0.45454545454545453,22,-0.008354550304491658
GENERAL_ENG,2025-12-31,0.07665124638327236,0.0,0.5955325943912996,0.4827586206896552,29,0.03700404997813149
GENERAL_ENG,2026-01-01,-0.028916606679558754,0.0,0.6237424058636333,0.53125,32,-0.015361947298515588
